   9.0000000e+03   3.0000000e+01   0.0000000e+00
   0.0000000e+00   2.8676482e+00   2.5187909e+00
   1.6734654e-01   2.9930557e+00   2.5824556e+00
   3.3346519e-01   3.1179160e+00   2.6338983e+00
   4.9714075e-01   3.2416280e+00   2.6725431e+00
   6.5718323e-01   3.3635986e+00   2.6979257e+00
   8.1244015e-01   3.4832473e+00   2.7096994e+00
   9.6180837e-01   3.6000094e+00   2.7076382e+00
   1.1042454e+00   3.7133406e+00   2.6916403e+00
   1.2387802e+00   3.8227199e+00   2.6617287e+00
   1.3645229e+00   3.9276539e+00   2.6180517e+00
   1.4806737e+00   4.0276796e+00   2.5608812e+00
   1.5865315e+00   4.1223679e+00   2.4906105e+00
   1.6815001e+00   4.2113263e+00   2.4077501e+00
   1.7650944e+00   4.2942012e+00   2.3129226e+00
   1.8369452e+00   4.3706812e+00   2.2068564e+00
   1.8968022e+00   4.4404980e+00   2.0903786e+00
   1.9445363e+00   4.5034292e+00   1.9644057e+00
   1.9801403e+00   4.5592991e+00   1.8299352e+00
   2.0037282e+00   4.6079798e+00   1.6880346e+00
   2.0155337e+00   4.6493926e+00   1.5398307e+00
   2.0159069e+00   4.6835077e+00   1.3864980e+00
   2.0053095e+00   4.7103447e+00   1.2292466e+00
   1.9843099e+00   4.7299724e+00   1.0693097e+00
   1.9535759e+00   4.7425078e+00   9.0793106e-01
   1.9138669e+00   4.7481156e+00   7.4635221e-01
   1.8660254e+00   4.7470068e+00   5.8579976e-01
   1.8109672e+00   4.7394371e+00   4.2747293e-01
   1.7496708e+00   4.7257048e+00   2.7253140e-01
   1.6831664e+00   4.7061489e+00   1.2208360e-01
   1.6125240e+00   4.6811465e+00  -2.2824405e-02
   1.5388418e+00   4.6511101e+00  -1.6121930e-01
   1.4632332e+00   4.6164843e+00  -2.9221012e-01
   1.3868150e+00   4.5777432e+00  -4.1499692e-01
   1.3106942e+00   4.5353862e+00  -5.2887839e-01
   1.2359563e+00   4.4899351e+00  -6.3325846e-01
   1.1636525e+00   4.4419299e+00  -7.2765166e-01
   1.0947886e+00   4.3919251e+00  -8.1168727e-01
   1.0303134e+00   4.3404856e+00  -8.8511225e-01
   9.7110854e-01   4.2881827e+00  -9.4779283e-01
   9.1797836e-01   4.2355901e+00  -9.9971478e-01
   8.7164132e-01   4.1832798e+00  -1.0409824e+00
   8.3272193e-01   4.1318175e+00  -1.0718162e+00
   8.0174398e-01   4.0817594e+00  -1.0925493e+00
   7.7912476e-01   4.0336474e+00  -1.1036227e+00
   7.6517059e-01   3.9880059e+00  -1.1055789e+00
   7.6007351e-01   3.9453373e+00  -1.0990554e+00
   7.6390930e-01   3.9061191e+00  -1.0847761e+00
   7.7663679e-01   3.8708001e+00  -1.0635423e+00
   7.9809846e-01   3.8397973e+00  -1.0362229e+00
   8.2802238e-01   3.8134927e+00  -1.0037437e+00
   8.6602540e-01   3.7922309e+00  -9.6707622e-01
   9.1161761e-01   3.7763163e+00  -9.2722579e-01
   9.6420796e-01   3.7660110e+00  -8.8521972e-01
   1.0231111e+00   3.7615330e+00  -8.4209488e-01
   1.0875550e+00   3.7630543e+00  -7.9888532e-01
   1.1566903e+00   3.7707001e+00  -7.5661000e-01
   1.2295992e+00   3.7845475e+00  -7.1626065e-01
   1.3053066e+00   3.8046249e+00  -6.7878997e-01
   1.3827909e+00   3.8309121e+00  -6.4510029e-01
   1.4609957e+00   3.8633399e+00  -6.1603286e-01
   1.5388418e+00   3.9017910e+00  -5.9235777e-01
   1.6152395e+00   3.9461003e+00  -5.7476472e-01
   1.6891013e+00   3.9960564e+00  -5.6385474e-01
   1.7593538e+00   4.0514030e+00  -5.6013283e-01
   1.8249507e+00   4.1118405e+00  -5.6400183e-01
   1.8848842e+00   4.1770280e+00  -5.7575731e-01
   1.9381971e+00   4.2465858e+00  -5.9558374e-01
   1.9839933e+00   4.3200982e+00  -6.2355197e-01
   2.0214490e+00   4.3971160e+00  -6.5961791e-01
   2.0498216e+00   4.4771598e+00  -7.0362252e-01
   2.0684590e+00   4.5597236e+00  -7.5529323e-01
   2.0768071e+00   4.6442778e+00  -8.1424648e-01
   2.0744165e+00   4.7302733e+00  -8.7999161e-01
   2.0609483e+00   4.8171451e+00  -9.5193602e-01
   2.0361782e+00   4.9043165e+00  -1.0293914e+00
   2.0000000e+00   4.9912028e+00  -1.1115810e+00
   1.9524269e+00   5.0772157e+00  -1.1976482e+00
   1.8935926e+00   5.1617673e+00  -1.2866658e+00
   1.8237500e+00   5.2442740e+00  -1.3776459e+00
   1.7432696e+00   5.3241609e+00  -1.4695511e+00
   1.6526356e+00   5.4008660e+00  -1.5613056e+00
   1.5524418e+00   5.4738433e+00  -1.6518074e+00
   1.4433854e+00   5.5425677e+00  -1.7399403e+00
   1.3262600e+00   5.6065380e+00  -1.8245865e+00
   1.2019480e+00   5.6652805e+00  -1.9046392e+00
   1.0714110e+00   5.7183526e+00  -1.9790148e+00
   9.3568037e-01   5.7653456e+00  -2.0466652e+00
   7.9584648e-01   5.8058880e+00  -2.1065898e+00
